# Chunk-averaged data for fix allDensity and group ave
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
1000000 34 27000
  1 0.5 807.052 0.698142
  2 1.5 827.262 0.715625
  3 2.5 807.466 0.6985
  4 3.5 768.84 0.665087
  5 4.5 794.756 0.687505
  6 5.5 801.638 0.693458
  7 6.5 768.41 0.664715
  8 7.5 793.098 0.686071
  9 8.5 796.764 0.689242
  10 9.5 800.766 0.692704
  11 10.5 788.87 0.682413
  12 11.5 806.002 0.697234
  13 12.5 806.822 0.697943
  14 13.5 803.346 0.694936
  15 14.5 788.186 0.681822
  16 15.5 762.978 0.660016
  17 16.5 804.28 0.695744
  18 17.5 792.192 0.685287
  19 18.5 785.326 0.679348
  20 19.5 801.778 0.69358
  21 20.5 777.896 0.67292
  22 21.5 777.262 0.672372
  23 22.5 771.048 0.666997
  24 23.5 805.224 0.696561
  25 24.5 795.32 0.687993
  26 25.5 797.368 0.689765
  27 26.5 813.416 0.703647
  28 27.5 797.988 0.690301
  29 28.5 799.78 0.691851
  30 29.5 800.938 0.692853
  31 30.5 807.6 0.698616
  32 31.5 785.29 0.679317
  33 32.5 763.054 0.660081
  34 33.5 801.984 0.693758
2000000 34 54000
  1 0.5 803.844 0.695367
  2 1.5 799.649 0.691738
  3 2.5 799.354 0.691483
  4 3.5 780.707 0.675352
  5 4.5 802.315 0.694044
  6 5.5 799.469 0.691582
  7 6.5 780.951 0.675563
  8 7.5 799.917 0.69197
  9 8.5 802.002 0.693773
  10 9.5 797.128 0.689557
  11 10.5 773.012 0.668696
  12 11.5 803.2 0.69481
  13 12.5 797.078 0.689514
  14 13.5 795.858 0.688458
  15 14.5 791.129 0.684368
  16 15.5 778.478 0.673424
  17 16.5 788.946 0.682479
  18 17.5 776.905 0.672063
  19 18.5 794.639 0.687404
  20 19.5 797.309 0.689714
  21 20.5 789.821 0.683236
  22 21.5 792.899 0.685899
  23 22.5 791.294 0.68451
  24 23.5 799.275 0.691414
  25 24.5 800.608 0.692567
  26 25.5 796.715 0.6892
  27 26.5 799.601 0.691696
  28 27.5 785.889 0.679835
  29 28.5 796.471 0.688989
  30 29.5 806.359 0.697542
  31 30.5 820.828 0.710059
  32 31.5 798.033 0.69034
  33 32.5 763.249 0.66025
  34 33.5 797.068 0.689505
3000000 34 81000
  1 0.5 653.658 0.565448
  2 1.5 811.807 0.702255
  3 2.5 813.095 0.703369
  4 3.5 799.035 0.691206
  5 4.5 810.622 0.70123
  6 5.5 808.452 0.699353
  7 6.5 797.327 0.68973
  8 7.5 808.937 0.699772
  9 8.5 810.497 0.701122
  10 9.5 807.643 0.698653
  11 10.5 787.432 0.68117
  12 11.5 808.023 0.698982
  13 12.5 806.59 0.697742
  14 13.5 798.599 0.690829
  15 14.5 799.177 0.69133
  16 15.5 792.073 0.685185
  17 16.5 801.773 0.693575
  18 17.5 788.94 0.682474
  19 18.5 801.451 0.693297
  20 19.5 800.164 0.692183
  21 20.5 799.323 0.691456
