10	2.099841	2.27988	0	0
20	0.724759	0.891857	0	0
30	0.69227	0.817637	0	0
40	0.412422	0.390693	0	0
50	0.248837	0.262653	0	0
60	0.222147	0.361348	0	0
70	0.196074	0.200006	0	0
80	0.240045	0.310074	0	0
90	0.14364	0.285573	0	0
100	0.194579	0.204138	0	0
110	0.258294	0.244959	0	0
120	0.070053	0.238116	0	0
130	0.057617	0.184758	0	0
140	0.078343	0.196181	0	0
150	0.064648	0.214069	0	0
160	-0.009265	0.105487	0	0
170	0.118323	0.173594	0	0
180	0.198376	0.082692	0	0
190	0.145747	0.085552	0	0
200	0.120221	0.132079	0	0
210	0.048834	0.144192	0	0
220	0.046015	0.196295	0	0
230	0.048027	0.167184	0	0
240	0.094197	0.112964	0	0
250	0.144411	0.138602	0	0
260	0.177302	0.118834	0	0
270	0.062594	0.051721	0	0
280	0.15805	0.150376	0	0
290	0.109763	0.098158	0	0
300	-0.001885	0.093651	0	0
310	0.042123	-0.020415	0	0
320	0.04339	0.091404	0	0
330	0.053968	0.100843	0	0
340	0.076135	0.1958	0	0
350	0.146734	0.190081	0	0
360	0.11976	0.11021	0	0
370	0.025758	0.117184	0	0
380	0.085895	0.134393	0	0
390	0.077714	0.047239	0	0
400	0.02883	0.002798	0	0
410	0.059286	0.107291	0	0
420	0.032622	0.124029	0	0
430	0.050451	0.091488	0	0
440	-0.049817	0.180389	0	0
450	-0.033786	0.053627	0	0
460	0.085859	0.078241	0	0
470	0.071809	0.122079	0	0
480	0.102085	0.083007	0	0
490	0.099327	0.08666	0	0
500	0.116928	0.075831	0	0
510	0.113591	0.088409	0	0
520	0.115734	0.186116	0	0
530	0.028798	0.094157	0	0
540	0.103597	0.051898	0	0
550	0.073682	0.0735	0	0
560	0.046372	0.02645	0	0
570	0.118388	0.072837	0	0
580	0.127879	0.128788	0	0
590	0.079592	0.160881	0	0
600	0.050506	0.148992	0	0
610	0.051736	0.070595	0	0
620	0.036806	0.102587	0	0
630	0.058537	0.195401	0	0
640	0.041113	0.054824	0	0
650	-0.013418	0.115164	0	0
660	0.028544	0.098608	0	0
670	0.067477	0.062045	0	0
680	0.0029	0.094499	0	0
690	0.038152	0.005239	0	0
700	0.094503	0.087454	0	0
710	-0.062446	0.128588	0	0
720	0.085355	0.139985	0	0
730	0.001719	0.119712	0	0
740	0.019849	0.088719	0	0
750	0.175801	0.110451	0	0
760	0.043314	0.042345	0	0
770	0.11385	-0.024724	0	0
780	-0.004873	0.01126	0	0
790	0.112037	0.008375	0	0
800	0.085555	0.024356	0	0
810	-0.011212	0.077959	0	0
820	0.118968	0.059312	0	0
830	0.08688	0.095182	0	0
840	0.080767	0.129227	0	0
850	0.046801	0.040372	0	0
860	0.084051	0.118658	0	0
870	0.04807	0.105181	0	0
880	-0.056121	0.032467	0	0
890	-0.000424	0.092256	0	0
900	0.043679	0.115776	0	0
910	-0.07007	0.108708	0	0
920	-0.044131	0.114037	0	0
930	-0.018887	0.065994	0	0
940	0.032741	0.102166	0	0
950	0.068096	0.089696	0	0
960	0.075109	0.113563	0	0
970	0.024204	0.111948	0	0
980	0.066599	0.07617	0	0
990	0.066785	0.115162	0	0
1000	0.065672	-0.009016	0	0
1010	0.062039	-0.015542	0	0
1020	0.018342	0.049471	0	0
1030	0.141336	0.037049	0	0
1040	0.051086	0.064042	0	0
1050	-0.001166	0.036106	0	0
1060	0.0643	-0.016174	0	0
1070	-0.099686	0.075619	0	0
1080	-0.102327	0.067625	0	0
1090	0.063383	0.095017	0	0
1100	0.119119	0.0768	0	0
1110	0.050371	0.041287	0	0
1120	0.044626	0.056265	0	0
1130	0.007156	0.040367	0	0
1140	0.074947	0.102692	0	0
1150	0.101477	0.049432	0	0
1160	0.01859	-0.015659	0	0
1170	-0.016186	0.001519	0	0
1180	0.016886	-0.00758	0	0
1190	0.081648	0.039386	0	0
1200	0.080969	0.037971	0	0
1210	0.016819	0.041244	0	0
1220	0.146017	0.013977	0	0
1230	0.093716	0.068988	0	0
1240	0.064403	0.071584	0	0
1250	-0.002852	0.008502	0	0
1260	0.029467	0.066908	0	0
1270	-0.028848	0.034987	0	0
1280	0.049492	0.015361	0	0
1290	0.040422	0.049238	0	0
1300	-0.046735	0.08428	0	0
1310	0.050239	0.01738	0	0
1320	0.052805	-0.033921	0	0
1330	0.084761	0.079941	0	0
1340	-0.012003	0.032069	0	0
1350	0.089604	0.128935	0	0
1360	0.124232	0.155279	0	0
1370	0.020212	0.023529	0	0
1380	0.085911	0.020637	0	0
1390	0.095374	0.135504	0	0
1400	0.06778	0.092447	0	0
1410	0.001531	0.057386	0	0
1420	0.061604	0.053188	0	0
1430	0.034469	-0.003377	0	0
1440	0.039836	0.062856	0	0
1450	0.063215	0.06405	0	0
1460	0.020221	0.016131	0	0
1470	0.066351	0.028414	0	0
1480	-0.010085	0.011094	0	0
1490	-0.034871	0.007351	0	0
1500	-0.083622	-0.043023	0	0
1510	-0.107273	0.000923	0	0
1520	0.041473	-0.002596	0	0
1530	0.046168	0.043463	0	0
1540	0.020432	0.034453	0	0
1550	0.017759	0.089801	0	0
1560	-0.021649	0.061162	0	0
1570	-0.101004	0.029203	0	0
1580	0.038836	0.058793	0	0
1590	0.100214	0.07882	0	0
1600	0.056027	-0.018397	0	0
1610	0.051708	-0.01025	0	0
1620	0.07401	0.053641	0	0
