# Time-averaged data for fix rgnetA
# TimeStep c_gyrA
10000 40.2458
20000 40.2508
30000 40.251
40000 40.2495
50000 40.2549
60000 40.2459
70000 40.2389
80000 40.2336
90000 40.2341
100000 40.2353
110000 40.2405
120000 40.2523
130000 40.2677
140000 40.2822
150000 40.296
160000 40.3118
170000 40.3241
180000 40.336
190000 40.349
200000 40.3641
210000 40.3788
220000 40.3906
230000 40.4026
240000 40.4139
250000 40.4233
260000 40.4303
270000 40.4371
280000 40.4459
290000 40.454
300000 40.4608
310000 40.4677
320000 40.4753
330000 40.484
340000 40.4922
350000 40.5013
360000 40.5097
370000 40.5173
380000 40.5229
390000 40.5275
400000 40.5311
410000 40.5369
420000 40.5437
430000 40.5507
440000 40.5585
450000 40.5655
460000 40.571
470000 40.5766
480000 40.5844
490000 40.5919
500000 40.6002
510000 40.608
520000 40.6159
530000 40.6236
540000 40.6313
550000 40.6381
560000 40.6437
570000 40.6489
580000 40.654
590000 40.6593
600000 40.6653
610000 40.6714
620000 40.6769
630000 40.683
640000 40.6888
650000 40.6946
660000 40.7012
670000 40.7076
680000 40.7142
690000 40.7198
700000 40.7258
710000 40.7315
720000 40.7373
730000 40.743
740000 40.7481
750000 40.7531
760000 40.7581
770000 40.7641
780000 40.7699
790000 40.7761
800000 40.7825
810000 40.7894
820000 40.7959
830000 40.8029
840000 40.8095
850000 40.8155
860000 40.8215
870000 40.8277
880000 40.8341
890000 40.8407
900000 40.8478
910000 40.8551
920000 40.8627
930000 40.8708
940000 40.8783
950000 40.8859
960000 40.8927
970000 40.8993
980000 40.9064
990000 40.9135
1000000 40.9204
1010000 40.9274
1020000 40.9344
1030000 40.9414
1040000 40.9485
1050000 40.9554
1060000 40.9619
1070000 40.9683
1080000 40.9745
1090000 40.9808
1100000 40.9873
1110000 40.9937
1120000 41.0003
1130000 41.0069
1140000 41.014
1150000 41.0214
1160000 41.0287
1170000 41.0361
1180000 41.0433
1190000 41.0502
1200000 41.0569
1210000 41.0637
1220000 41.0711
1230000 41.0777
1240000 41.0841
1250000 41.091
1260000 41.0978
1270000 41.1046
1280000 41.1115
1290000 41.1181
