0	35.249597
50	2.140418
100	0.516117
150	0.238371
200	0.162670
250	0.268619
300	0.297813
350	0.192342
400	0.148098
450	0.070562
500	0.015226
550	-0.015398
600	-0.155624
650	0.155349
700	-0.064725
750	0.090768
800	0.080103
850	0.132905
900	0.180841
950	0.151855
1000	0.091875
1050	-0.150888
1100	0.011107
1150	-0.127383
1200	0.171988
1250	0.201071
1300	-0.016601
1350	0.000208
1400	-0.061866
1450	0.041454
1500	-0.084581
1550	0.024318
1600	-0.002941
1650	0.118314
1700	-0.013116
1750	-0.014181
1800	-0.213686
1850	-0.122134
1900	-0.041200
1950	-0.000978
2000	-0.018870
2050	0.013881
2100	0.071892
2150	-0.187164
2200	0.094232
2250	0.039063
2300	-0.049360
2350	0.012044
2400	0.060069
2450	-0.051983
2500	-0.041345
2550	0.226472
2600	0.079202
2650	0.111204
2700	-0.015616
2750	-0.076519
2800	-0.291104
2850	0.071171
2900	-0.003707
2950	-0.048071
3000	0.121373
3050	0.153114
3100	0.100475
3150	0.159591
3200	-0.114841
3250	0.033759
3300	0.271983
3350	-0.090114
3400	0.044225
3450	0.131783
3500	-0.078654
3550	0.099761
3600	0.122700
3650	0.118758
3700	0.130552
3750	0.172322
3800	0.107259
3850	0.106904
3900	0.001979
3950	-0.061562
4000	0.068539
4050	0.160187
4100	0.089837
4150	-0.035589
4200	-0.013278
4250	-0.139087
4300	-0.035823
4350	-0.075643
4400	0.128741
4450	0.148304
4500	-0.072318
4550	0.071221
4600	-0.057373
4650	0.064312
4700	0.166692
4750	0.038271
4800	0.006124
4850	0.139778
4900	-0.149690
4950	0.016584
5000	-0.072827
5050	0.058741
5100	0.046531
5150	-0.001648
5200	-0.113497
5250	-0.195069
5300	-0.051504
5350	-0.046758
5400	-0.096136
5450	0.103694
5500	0.111516
5550	-0.123796
5600	-0.174542
5650	-0.184626
5700	-0.107431
5750	0.012647
5800	-0.004838
5850	-0.033186
5900	-0.004296
5950	-0.004577
6000	0.011291
6050	0.103573
6100	0.169643
6150	0.121502
6200	0.091992
6250	0.047258
6300	-0.084254
6350	0.008446
6400	0.117670
6450	-0.029092
6500	-0.076323
6550	0.015318
6600	0.071377
6650	-0.034700
6700	0.028410
6750	0.001915
6800	0.185019
6850	0.014307
6900	0.045854
6950	0.063497
7000	0.111425
7050	-0.120996
7100	-0.281279
7150	-0.194758
7200	-0.030561
7250	-0.041561
7300	-0.108287
7350	-0.139997
7400	-0.001686
7450	-0.108006
7500	0.041415
7550	0.195004
7600	-0.050249
7650	0.200510
7700	0.089344
7750	0.209189
7800	0.059075
7850	-0.052429
7900	0.002568
7950	0.031976
8000	-0.045956
8050	0.015013
8100	0.106652
8150	-0.204634
8200	0.144778
8250	0.030746
8300	-0.169585
8350	-0.017376
8400	0.003721
8450	0.062246
8500	0.069007
8550	-0.070029
8600	-0.014836
8650	0.039520
8700	0.200526
8750	0.195723
8800	0.164157
8850	0.232859
8900	0.041436
8950	-0.202526
9000	-0.076910
9050	0.028086
9100	-0.081232
9150	0.112567
9200	0.109602
9250	-0.012268
9300	-0.023429
9350	0.037632
9400	0.084848
9450	-0.146628
9500	-0.029218
9550	-0.049718
9600	-0.024934
9650	-0.018290
9700	0.077738
9750	-0.054815
9800	0.007396
9850	-0.021403
9900	-0.007663
9950	0.116470
10000	0.049909
10050	0.046772
10100	0.052493
10150	0.104432
10200	0.228062
10250	0.066246
10300	-0.075662
10350	0.064235
10400	0.042328
10450	-0.060261
10500	-0.025316
