# Chunk-averaged data for fix allDensity and group ave
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
1000000 34 27000
  1 0.5 783.88 0.678097
  2 1.5 788.73 0.682292
  3 2.5 811.346 0.701856
  4 3.5 798.814 0.691016
  5 4.5 796.72 0.689204
  6 5.5 791.858 0.684998
  7 6.5 780.434 0.675116
  8 7.5 800.582 0.692545
  9 8.5 773.712 0.669301
  10 9.5 772.95 0.668642
  11 10.5 782.542 0.676939
  12 11.5 774.256 0.669772
  13 12.5 823.746 0.712583
  14 13.5 788.81 0.682362
  15 14.5 798.8 0.691003
  16 15.5 794.498 0.687282
  17 16.5 785.516 0.679512
  18 17.5 789.86 0.68327
  19 18.5 798.41 0.690666
  20 19.5 818.892 0.708384
  21 20.5 807.67 0.698676
  22 21.5 799.43 0.691548
  23 22.5 797.232 0.689647
  24 23.5 785.95 0.679888
  25 24.5 771.85 0.66769
  26 25.5 777.82 0.672855
  27 26.5 794.564 0.687339
  28 27.5 781.45 0.675995
  29 28.5 786.344 0.680228
  30 29.5 816.36 0.706194
  31 30.5 828.116 0.716363
  32 31.5 798.966 0.691147
  33 32.5 799.304 0.691439
  34 33.5 800.588 0.69255
2000000 34 54000
  1 0.5 800.643 0.692598
  2 1.5 795.392 0.688055
  3 2.5 795.124 0.687824
  4 3.5 794.01 0.68686
  5 4.5 793.859 0.686729
  6 5.5 786.765 0.680593
  7 6.5 779.326 0.674157
  8 7.5 777.527 0.672601
  9 8.5 780.834 0.675462
  10 9.5 798.391 0.69065
  11 10.5 787.431 0.681169
  12 11.5 787.948 0.681616
  13 12.5 808.449 0.69935
  14 13.5 782.207 0.67665
  15 14.5 796.485 0.689001
  16 15.5 799.996 0.692038
  17 16.5 800.075 0.692106
  18 17.5 795.324 0.687997
  19 18.5 803.607 0.695162
  20 19.5 813.995 0.704148
  21 20.5 789.846 0.683258
  22 21.5 790.009 0.683399
  23 22.5 782.316 0.676744
  24 23.5 783.743 0.677978
  25 24.5 783.898 0.678112
  26 25.5 780.237 0.674946
  27 26.5 811.981 0.702406
  28 27.5 800.053 0.692087
  29 28.5 790.238 0.683597
  30 29.5 814.859 0.704895
  31 30.5 812.512 0.702865
  32 31.5 787.313 0.681067
  33 32.5 801.844 0.693637
  34 33.5 793.763 0.686646
3000000 34 81000
  1 0.5 653.264 0.565107
  2 1.5 803.365 0.694952
  3 2.5 805.282 0.696611
  4 3.5 801.693 0.693506
  5 4.5 801.134 0.693022
  6 5.5 799.79 0.69186
  7 6.5 792.555 0.685601
  8 7.5 790.268 0.683623
  9 8.5 795.714 0.688334
  10 9.5 805.413 0.696724
  11 10.5 795.003 0.687719
  12 11.5 793.488 0.686408
  13 12.5 806.105 0.697323
  14 13.5 792.547 0.685595
  15 14.5 804.772 0.69617
  16 15.5 810.129 0.700803
  17 16.5 813.189 0.70345
  18 17.5 811.518 0.702005
  19 18.5 815.755 0.70567
  20 19.5 818.874 0.708369
  21 20.5 799.001 0.691177
  22 21.5 795.807 0.688415
  23 22.5 793.185 0.686146
  24 23.5 797.625 0.689987
  25 24.5 798.404 0.690661
  26 25.5 794.157 0.686987
  27 26.5 814.585 0.704658
  28 27.5 806.938 0.698043
  29 28.5 800.396 0.692384
