0	36.323875	39.522852	0	0
50	2.214921	2.475241	0	0
100	0.432301	0.683975	0	0
150	0.443415	0.415696	0	0
200	0.182297	0.313444	0	0
250	0.052228	0.473585	0	0
300	0.319182	0.338508	0	0
350	0.25875	0.296053	0	0
400	0.3605	0.236611	0	0
450	0.070405	0.157595	0	0
500	0.304757	0.136854	0	0
550	0.20161	0.10678	0	0
600	0.167569	-0.019302	0	0
650	0.06136	0.142054	0	0
700	0.07887	0.191387	0	0
750	0.066038	0.132646	0	0
800	-0.043887	0.152783	0	0
850	-0.018415	0.03983	0	0
900	0.113192	0.224093	0	0
950	0.081155	0.175705	0	0
1000	0.000429	-0.036485	0	0
1050	0.117646	-0.028706	0	0
1100	-0.011697	0.087464	0	0
1150	0.093455	-0.053144	0	0
1200	-0.037517	0.0317	0	0
1250	-0.051137	-0.008743	0	0
1300	0.065059	0.090732	0	0
1350	-0.125171	0.079488	0	0
1400	0.098858	0.289908	0	0
1450	0.109134	0.031265	0	0
1500	0.033957	0.082669	0	0
1550	0.142528	0.093632	0	0
1600	0.046319	0.089769	0	0
1650	-0.009192	0.082316	0	0
1700	-0.140487	-0.214742	0	0
1750	-0.048861	0.029121	0	0
1800	0.198884	0.0455	0	0
1850	-0.033781	0.131243	0	0
1900	0.006539	0.103894	0	0
1950	0.088268	-0.087176	0	0
2000	0.090511	0.07726	0	0
2050	-0.000292	0.051113	0	0
2100	0.003689	-0.012249	0	0
2150	0.081785	0.13281	0	0
2200	0.129994	0.105023	0	0
2250	0.068131	-0.018748	0	0
2300	0.000342	0.091989	0	0
2350	0.235737	0.159204	0	0
2400	-0.001487	0.059931	0	0
2450	-0.002185	0.176375	0	0
2500	0.030428	0.209495	0	0
2550	-0.048668	0.275674	0	0
2600	-0.053772	0.06542	0	0
2650	0.005567	0.108654	0	0
2700	0.020996	0.283837	0	0
2750	-0.01621	-0.016435	0	0
2800	-0.073976	0.012179	0	0
2850	-0.05274	0.184706	0	0
2900	0.016159	-0.098912	0	0
2950	0.144126	-0.057506	0	0
3000	-0.081722	0.158719	0	0
3050	-0.177794	-0.047332	0	0
3100	-0.000791	-0.209119	0	0
3150	0.1089	0.048548	0	0
3200	-0.125663	0.225185	0	0
3250	0.118638	0.002541	0	0
3300	0.023274	-0.126591	0	0
3350	-0.047397	0.102591	0	0
3400	-0.02032	0.152193	0	0
3450	-0.133536	0.061181	0	0
3500	0.039085	0.036722	0	0
3550	0.026636	0.168242	0	0
3600	-0.04112	0.089539	0	0
3650	-0.02309	0.048816	0	0
3700	-0.050092	-0.038162	0	0
3750	0.288257	-0.028133	0	0
3800	0.117835	0.11301	0	0
3850	0.191541	-0.03423	0	0
3900	0.040182	0.130565	0	0
3950	0.045978	0.009653	0	0
4000	-0.085112	0.11993	0	0
4050	-0.106776	-0.297432	0	0
4100	0.018005	0.060571	0	0
4150	0.150693	-0.01111	0	0
4200	0.090601	0.040613	0	0
4250	-0.081878	0.033495	0	0
4300	-0.05345	0.099985	0	0
4350	-0.079969	0.006396	0	0
4400	0.014993	0.088892	0	0
4450	0.114444	0.038528	0	0
4500	-0.036277	0.005099	0	0
4550	0.046174	-0.00283	0	0
4600	-0.05317	0.058225	0	0
4650	0.034099	0.142064	0	0
4700	-0.148314	-0.058013	0	0
4750	0.059466	0.210707	0	0
4800	0.072992	-0.132155	0	0
4850	-0.063399	0.070077	0	0
4900	-0.072933	0.016868	0	0
4950	-0.019472	-0.093772	0	0
5000	0.156024	0.129459	0	0
5050	0.02394	0.187346	0	0
5100	0.074879	0.085062	0	0
5150	0.014144	0.098274	0	0
5200	0.027697	0.037946	0	0
5250	-0.055686	0.021082	0	0
5300	-0.025094	-0.193056	0	0
5350	-0.101637	0.09859	0	0
5400	-0.070028	0.026327	0	0
5450	0.009428	-0.237212	0	0
5500	-0.132895	-0.172113	0	0
5550	0.032974	0.131149	0	0
5600	0.066504	0.073884	0	0
5650	-0.05783	0.14511	0	0
5700	0.073634	0.00721	0	0
5750	-0.074607	-0.004307	0	0
5800	-0.016609	0.077147	0	0
5850	-0.124324	0.253552	0	0
5900	0.039274	0.141116	0	0
5950	0.011956	-0.108145	0	0
6000	-0.205395	0.141412	0	0
6050	0.175158	0.121641	0	0
6100	0.071083	0.162634	0	0
6150	-0.139694	0.106236	0	0
6200	-0.012894	0.060991	0	0
6250	0.031721	0.011218	0	0
6300	-0.032187	-0.020129	0	0
6350	0.013963	0.001815	0	0
6400	0.110604	0.05535	0	0
6450	0.202769	-0.107192	0	0
6500	0.007091	-0.087863	0	0
6550	0.006667	0.057766	0	0
6600	0.021678	-0.070381	0	0
6650	0.02302	0.132691	0	0
