0.025000 	 0.000000
0.075000 	 0.000000
0.125000 	 0.000000
0.175000 	 0.000000
0.225000 	 0.000000
0.275000 	 0.000000
0.325000 	 0.000000
0.375000 	 0.000000
0.425000 	 0.000000
0.475000 	 0.000000
0.525000 	 0.000000
0.575000 	 0.000000
0.625000 	 0.000000
0.675000 	 0.000000
0.725000 	 0.000000
0.775000 	 0.000000
0.825000 	 0.000000
0.875000 	 0.000057
0.925000 	 0.029773
0.975000 	 0.505025
1.025000 	 1.617430
1.075000 	 2.222950
1.125000 	 2.073180
1.175000 	 1.665930
1.225000 	 1.293760
1.275000 	 1.023860
1.325000 	 0.843604
1.375000 	 0.729713
1.425000 	 0.663408
1.475000 	 0.632333
1.525000 	 0.629092
1.575000 	 0.651926
1.625000 	 0.699480
1.675000 	 0.772473
1.725000 	 0.867307
1.775000 	 0.973382
1.825000 	 1.075950
1.875000 	 1.166020
1.925000 	 1.239770
1.975000 	 1.287700
2.025000 	 1.301480
2.075000 	 1.288400
2.125000 	 1.254490
2.175000 	 1.201110
2.225000 	 1.135180
2.275000 	 1.069150
2.325000 	 1.013940
2.375000 	 0.977877
2.425000 	 0.961383
2.475000 	 0.963192
