# Chunk-averaged data for fix allDensity and group ave
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
1000000 34 27000
  1 0.5 810.452 0.701083
  2 1.5 801.164 0.693048
  3 2.5 827.06 0.71545
  4 3.5 785.178 0.67922
  5 4.5 782.086 0.676545
  6 5.5 802.652 0.694336
  7 6.5 804.068 0.695561
  8 7.5 785.478 0.679479
  9 8.5 760.104 0.657529
  10 9.5 787.364 0.681111
  11 10.5 789.414 0.682884
  12 11.5 802.612 0.694301
  13 12.5 794.69 0.687448
  14 13.5 803.94 0.69545
  15 14.5 810.908 0.701478
  16 15.5 804.158 0.695638
  17 16.5 796.348 0.688882
  18 17.5 810.694 0.701292
  19 18.5 777.524 0.672599
  20 19.5 796.96 0.689412
  21 20.5 809.944 0.700644
  22 21.5 806.762 0.697891
  23 22.5 768.974 0.665202
  24 23.5 804.704 0.696111
  25 24.5 785.972 0.679907
  26 25.5 793.446 0.686372
  27 26.5 798.394 0.690652
  28 27.5 803.176 0.694789
  29 28.5 793.812 0.686689
  30 29.5 783.91 0.678123
  31 30.5 786.822 0.680642
  32 31.5 779.466 0.674279
  33 32.5 776.33 0.671566
  34 33.5 775.434 0.670791
2000000 34 54000
  1 0.5 786.205 0.680108
  2 1.5 795.17 0.687863
  3 2.5 813.21 0.703469
  4 3.5 793.706 0.686597
  5 4.5 789.975 0.683369
  6 5.5 799.404 0.691526
  7 6.5 811.214 0.701742
  8 7.5 796.769 0.689247
  9 8.5 781.55 0.676081
  10 9.5 794.101 0.686939
  11 10.5 777.478 0.672559
  12 11.5 803.071 0.694698
  13 12.5 790.952 0.684215
  14 13.5 802.455 0.694165
  15 14.5 788.962 0.682493
  16 15.5 803.018 0.694652
  17 16.5 804.842 0.69623
  18 17.5 808.166 0.699106
  19 18.5 782.965 0.677305
  20 19.5 794.398 0.687196
  21 20.5 801.046 0.692946
  22 21.5 796.668 0.689159
  23 22.5 781.411 0.675961
  24 23.5 787.883 0.68156
  25 24.5 787.101 0.680883
  26 25.5 781.401 0.675952
  27 26.5 806.674 0.697815
  28 27.5 805.64 0.69692
  29 28.5 802.893 0.694544
  30 29.5 783.569 0.677828
  31 30.5 788.715 0.682279
  32 31.5 792.712 0.685737
  33 32.5 785.576 0.679564
  34 33.5 781.1 0.675692
3000000 34 81000
  1 0.5 644.957 0.557922
  2 1.5 798.563 0.690798
  3 2.5 810.249 0.700908
  4 3.5 802.037 0.693804
  5 4.5 804.391 0.69584
  6 5.5 812.387 0.702757
  7 6.5 816.844 0.706612
  8 7.5 809.131 0.699941
  9 8.5 801.082 0.692978
  10 9.5 808.359 0.699272
  11 10.5 795.411 0.688072
  12 11.5 809.663 0.7004
  13 12.5 798.755 0.690965
  14 13.5 804.777 0.696174
  15 14.5 799.917 0.69197
  16 15.5 810.991 0.70155
  17 16.5 811.829 0.702275
  18 17.5 814.933 0.70496
  19 18.5 796.011 0.688591
  20 19.5 805.527 0.696822
  21 20.5 809.327 0.70011
  22 21.5 804.39 0.695839
  23 22.5 794.346 0.687151
  24 23.5 795.166 0.68786
  25 24.5 795.052 0.687761
  26 25.5 789.515 0.682971
  27 26.5 805.631 0.696912
  28 27.5 808.635 0.699511
  29 28.5 805.699 0.696972
  30 29.5 793.778 0.686659
  31 30.5 799.159 0.691314
  32 31.5 802.13 0.693884
  33 32.5 798.56 0.690796
  34 33.5 642.797 0.556052
4000000 34 108000
  1 0.5 574.698 0.497144
  2 1.5 802.667 0.694348
  3 2.5 811.52 0.702007
  4 3.5 806.188 0.697394
  5 4.5 811.418 0.701919
  6 5.5 816.238 0.706089
  7 6.5 818.256 0.707834
  8 7.5 813.097 0.703371
  9 8.5 808.313 0.699233
  10 9.5 811.368 0.701875
  11 10.5 799.884 0.691941
  12 11.5 809.615 0.700359
  13 12.5 803.995 0.695497
  14 13.5 810.376 0.701017
  15 14.5 805.996 0.697228
  16 15.5 815.535 0.70548
