# Chunk-averaged data for fix allDensity and group ave
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
8000000 33 27000
  1 1.22066 821.784 0.775218
  2 2.22066 824.834 0.778096
  3 3.22066 832.15 0.784997
  4 4.22066 820.378 0.773892
  5 5.22066 831.066 0.783975
  6 6.22066 836.804 0.789387
  7 7.22066 836.008 0.788637
  8 8.22066 830.166 0.783126
  9 9.22066 827.992 0.781075
  10 10.2207 831.738 0.784608
  11 11.2207 828.162 0.781235
  12 12.2207 827.372 0.78049
  13 13.2207 829.88 0.782856
  14 14.2207 834.19 0.786922
  15 15.2207 839.488 0.791919
  16 16.2207 832.468 0.785297
  17 17.2207 827.99 0.781073
  18 18.2207 824.904 0.778162
  19 19.2207 828.22 0.78129
  20 20.2207 829.368 0.782373
  21 21.2207 826.602 0.779763
  22 22.2207 824.498 0.777779
  23 23.2207 826.502 0.779669
  24 24.2207 825.276 0.778513
  25 25.2207 826.438 0.779609
  26 26.2207 828.12 0.781195
  27 27.2207 832.332 0.785169
  28 28.2207 837.132 0.789697
  29 29.2207 827.614 0.780718
  30 30.2207 833.08 0.785874
  31 31.2207 827.352 0.780471
  32 32.2207 826.516 0.779682
  33 33.2207 463.576 0.437308
9000000 33 54000
  1 1.22066 820.827 0.774316
  2 2.22066 828.209 0.781279
  3 3.22066 837.132 0.789697
  4 4.22066 830.199 0.783157
  5 5.22066 832.639 0.785458
  6 6.22066 834.624 0.787331
  7 7.22066 834.238 0.786967
  8 8.22066 830.598 0.783533
  9 9.22066 827.276 0.780399
  10 10.2207 826.174 0.77936
  11 11.2207 821.901 0.775329
  12 12.2207 825.472 0.778698
  13 13.2207 828.883 0.781915
  14 14.2207 833.67 0.786431
  15 15.2207 833.498 0.786269
  16 16.2207 829.098 0.782118
  17 17.2207 827.803 0.780896
  18 18.2207 828.919 0.781949
  19 19.2207 831.284 0.78418
  20 20.2207 830.21 0.783167
  21 21.2207 826.919 0.780063
  22 22.2207 828.745 0.781785
  23 23.2207 828.618 0.781665
  24 24.2207 827.161 0.780291
  25 25.2207 828.279 0.781345
  26 26.2207 827.972 0.781056
  27 27.2207 827.198 0.780326
  28 28.2207 831.202 0.784103
  29 29.2207 830.69 0.78362
  30 30.2207 833.863 0.786613
  31 31.2207 829.304 0.782312
  32 32.2207 825.446 0.778673
  33 33.2207 461.949 0.435773
10000000 33 81000
  1 1.22066 824.301 0.777593
  2 2.22066 831.211 0.784111
  3 3.22066 836.211 0.788828
  4 4.22066 831.142 0.784046
  5 5.22066 832.857 0.785664
